k_bin,power,is_prime_mod24_hit
474,1918.0437444619056,0
475,1932.510472206087,0
476,2203.4261937210613,1
477,2165.8946303197135,1
478,2338.0192335245683,1
479,2040.8094607363087,0
480,2773.832988535143,0
481,2975.220398927788,0
482,3362.7038742945288,0
483,3213.594284868478,0
484,3523.376320945314,0
485,3598.074674405233,0
486,3729.16266271599,0
487,4054.6701654781277,0
488,4379.998461718384,0
489,5038.90792498152,0
490,4991.744085674919,0
491,5064.7129531033925,0
492,5604.33692119113,0
493,5930.026327568127,0
494,5968.175141190143,1
495,6868.50009054014,1
496,6181.698866902566,1
497,7087.540661910501,0
498,7759.978247922806,0
499,7338.144756432204,0
500,8374.817676686589,0
501,9150.743600613217,0
502,9174.068509971294,0
503,8561.745706710783,0
504,9384.372961672403,0
505,10754.817787344227,0
506,10683.348346625038,0
507,10919.977916187861,0
508,11576.815481785612,0
509,12153.156899759542,0
510,11704.601290693707,0
511,12356.569713632378,0
512,13034.382080995381,0
513,12980.411153444795,0
514,13650.227490491952,0
515,15054.103912274673,0
516,13823.759503766933,0
517,16347.327923494477,0
518,16724.87255096546,0
519,14316.355331376571,0
520,15905.484000887227,0
521,16649.66969957946,0
522,16073.388109417645,0
523,16405.760765045365,0
524,17146.21337764671,0
525,18306.00834182309,0
526,17481.530213618797,0
527,19874.585487639335,0
528,18733.631937596336,0
529,18607.383194336788,0
530,20293.933886445993,0
531,19722.31679232734,1
532,19661.35463718166,1
533,19144.10045497118,1
534,21385.85039424095,0
535,20528.388581496743,0
536,19624.831272190037,0
537,18334.099193244376,0
538,20331.234861097484,0
539,18849.02035805238,0
540,18287.177594704932,0
541,19713.25209056424,0
542,20239.890505368723,0
543,21179.93020688909,0
544,20106.37654454415,0
545,20522.534113320617,0
546,18405.502156386836,0
547,19444.29839356531,0
548,19424.593308817515,0
549,19947.703123033312,0
550,19032.290981941267,0
551,19454.965580315424,0
552,18000.079938264018,0
553,18536.87113033496,0
554,18311.979687069936,0
555,16550.04752791911,0
556,17504.088175670313,0
557,16763.727058826826,0
558,15117.871806815228,0
559,17153.103374746122,0
560,15728.11420710061,0
561,14989.952379513456,0
562,14999.302583859855,0
563,15013.3604007964,0
564,15621.316531122571,0
565,14018.804774060289,0
566,14065.835427138183,0
567,14258.994269042574,0
568,13286.431206311236,0
569,13207.771053278311,0
570,11844.58937892295,0
571,12181.664070513607,0
572,11293.296533859644,0
573,11511.395204200857,0
574,9997.317356394002,0
575,9734.891076509743,0
576,10355.797258702862,0
577,9259.446642885734,0
578,8808.627281686904,0
579,8627.453149134964,0
580,7941.645229371619,0
581,8387.077836632305,0
582,7040.155746192851,0
583,7108.996408180139,0
584,6943.485146433781,0
585,6462.037230355948,0
586,5928.110968018183,0
587,5610.349572400554,0
588,5681.965337458849,0
589,5000.258608401075,0
590,5151.141756378704,0
591,4358.245447208097,0
592,4331.90356351855,0
593,4210.851517664167,0
594,3712.8225551550377,0
595,3849.7666050185535,0
596,3502.1722144217974,0
597,3121.733001824035,0
598,2854.118640853173,0
599,2667.8964509556254,0
600,2716.3879642467805,0
601,2386.953884695958,0
602,2204.8408722226204,0
603,2182.227142323068,0
604,2291.829446936509,0
605,1941.9921473374463,0
606,1849.0899368170192,0
607,1672.0652501866305,0
608,1595.2070718613431,0
609,1327.2475655220783,0
610,1288.8946541434539,0
611,1234.1145097119015,0
612,1124.3483258616695,0
613,1028.4864669467001,0
614,925.3486528844161,0
615,869.987416391647,0
616,779.2759728209431,0
617,654.6139400583908,0
618,642.7331160504374,0
619,641.5771446243908,0
620,618.5836943756652,0
621,572.6206051193691,0
622,482.09565257925226,0
623,457.53197575117656,0
624,417.5133919279013,0
625,351.2194829169186,0
626,302.9576668505726,0
627,301.4161004078878,0
628,249.21619217428605,0
629,243.96394113986184,0
630,231.52341441256746,0
631,188.98452263537587,0
632,184.2945716241901,0
633,176.57024134172025,0
634,152.8067340522158,0
635,138.9078375786166,0
636,127.5153487634216,0
637,119.34121685371035,0
638,99.54170145250502,0
639,94.25708376084934,0
640,79.49632014136455,0
641,69.62073309766667,0
642,65.20345813226105,0
643,55.7931235386681,0
644,50.06308649708057,0
645,44.743858368366304,0
646,36.559441899535344,0
647,37.14455010232724,0
648,30.961889134121755,0
649,29.400606034418796,0
650,28.353466319572846,0
651,23.031714439063343,0
652,20.58575313474276,0
653,20.233039116107783,0
654,17.430463431580225,0
655,15.954193293603366,0
656,13.409722716652688,0
657,12.72784485212875,0
658,10.66418116610877,0
659,9.62129723240115,0
660,9.266559688896445,0
661,7.906845233257819,0
662,7.686750465601905,0
663,7.550002107356205,0
664,5.64349507760595,0
665,5.439866718247264,0
666,5.495155976113786,0
667,4.774837937905426,0
668,4.723310841708551,0
669,3.9511386434060296,0
670,3.9606767336209048,0
671,3.6365683777747146,1
672,3.485674972154215,1
673,3.338661364089682,1
674,2.9388316722253465,0
675,2.8341515395624066,0
676,3.078953316112147,0
677,2.8161755601048823,0
678,2.700988903575413,0
679,2.603894722167412,0
680,2.588221593977586,0
681,2.341562147296804,0
682,2.3138534692034907,0
683,2.548993363260428,0
684,2.374465138121711,0
685,2.42493525251046,0
686,2.2309275929894112,0
687,2.4368194232616487,0
688,2.302653736674348,0
689,2.3056316178962626,0
690,2.304941002593333,0
691,2.1500944765037744,0
692,2.030430190574277,0
693,2.122942751312183,0
694,2.435705054239985,0
695,2.4127496350714837,0
696,2.2442719831700355,0
697,2.2732190832316266,0
698,2.4597020167548522,0
699,2.356043271142946,0
700,2.264289354125684,0
701,2.632908414521839,0
702,2.601762521327291,0
703,2.2884089401136487,0
704,2.6653583492337,0
705,2.833187810738807,0
706,3.0062005969492214,0
707,3.101354777402718,0
708,3.139781606665287,0
709,3.4135846965440213,0
710,3.7071022175538673,0
711,3.853890040763191,0
712,4.118848526347906,0
713,4.813883142041505,0
714,4.679555410896931,1
715,5.255119264918288,1
716,5.253146619932564,1
717,6.5887646849898704,0
718,7.354704985687474,0
719,8.011733600249245,0
720,9.029345806474131,0
721,9.791640440178647,0
722,10.835879693336143,0
723,12.148248162950491,0
724,13.061116727550388,0
725,15.663435903124206,0
726,16.240118943578004,0
727,17.13821868638838,0
728,21.575029440184455,0
729,25.31611230418806,0
730,24.702902500969138,0
731,28.910903013315515,0
732,31.422308600495406,0
733,35.73114939828302,0
734,40.855584873761664,0
735,42.764821564828225,0
736,50.26968466857992,0
737,52.78567823542705,0
738,61.79829352860989,0
739,66.76619488094454,0
740,74.94894846579935,0
741,80.59062819397222,0
742,104.1404533012006,0
743,111.9537310186604,0
744,109.69063443757724,0
745,130.67757271389442,0
746,144.39740767757735,0
747,159.84163748120358,0
748,170.02473455047107,0
749,210.34864350637773,0
750,219.52023404759356,0
751,252.96457875187463,0
752,279.7103452448831,0
753,320.81838035408555,0
754,300.30430702204507,0
755,394.5664319707806,0
756,423.85233793575543,0
757,449.6660478277716,0
758,536.0132851699904,0
759,529.5315730315245,0
760,596.5736518494746,0
761,602.6892153793336,0
762,721.3862165866791,0
763,750.1405864721498,0
764,791.4706195898349,0
765,973.6351689465093,0
766,941.7004003553224,0
767,1037.9578391816415,0
768,1113.2953273654157,0
769,1171.2217976454933,0
770,1351.217264976401,0
771,1474.2779560839758,0
772,1561.2681028205457,0
773,1458.2796931037426,0
774,1869.8139178313318,0
775,1880.8256095096674,0
776,1931.3870939430974,0
777,2273.224500291696,0
778,2431.789532143927,0
779,2400.306440833801,0
780,3043.1555683110755,0
781,2718.3392962166986,1
782,2819.9961990839015,1
783,3101.1904520953303,1
784,3753.1796299093676,0
785,3694.256784815769,0
786,3885.928958439607,0
787,4188.938348416926,0
788,4321.428712540118,0
789,4553.741646251839,0
790,4828.702692993958,0
791,5457.176779411538,0
792,5846.142152415621,0
793,5554.361558406942,0
794,6248.387472274533,0
795,6750.58321492891,0
796,6454.658639354106,0
797,6981.612532997009,0
798,7118.110087288945,0
799,7354.504901874679,0
800,8265.689426690446,0
801,8276.433580327794,0
802,9251.186156471249,0
803,9335.92640204959,0
804,9937.467402859887,1
805,9980.235911825906,1
806,10189.839970469078,1
807,10873.499020847254,0
808,11321.78195700617,0
809,11314.020802633539,0
810,12390.909248397333,0
811,13004.310716247379,0
812,13041.892918180894,0
813,14484.033422016302,0
814,13305.250618728536,0
815,14502.385038023276,0
816,14227.645894337058,0
817,15083.58139843697,0
818,14651.721620188488,0
819,16528.473024125986,0
820,16157.191227684918,0
821,17342.673881131857,0
822,15649.255233125408,0
823,16614.534259540647,0
824,16575.736142578047,0
825,17181.9277028324,0
826,17316.85950428513,0
827,18099.389500020305,0
828,18447.859646246616,0
829,18662.87634802358,0
830,18395.094185128324,0
831,19300.58579173795,0
832,20147.916077061567,0
833,18586.227177567194,0
834,19606.278816142934,0
835,19652.518625743036,0
836,20288.6807777611,0
837,19838.128954818956,0
838,19941.394371420894,0
839,18999.693651208276,0
840,20023.119238585365,0
841,19068.864993791274,0
842,20471.60786130789,0
843,19798.94204294751,0
844,19863.919002627717,0
845,18846.578996063527,0
846,20393.26550275106,0
847,20138.05981118985,0
848,20134.25960098935,0
849,21250.863348495535,0
850,18870.885377248596,0
851,19826.375040522464,0
852,18349.385310786558,0
853,18567.847106560643,0
854,18265.63971226964,0
855,17884.822266372248,0
856,17920.965993420286,0
857,16775.894243094528,0
858,16740.95174942931,0
859,16804.939903513485,0
860,17415.78688202711,0
861,14996.063509702786,0
862,13905.487328552514,0
863,14547.675633894829,0
864,14589.624692314348,0
865,14257.957896115347,0
866,13802.832714588656,0
867,14129.835569316407,0
868,13570.904017955676,0
869,12505.255701842027,0
870,11847.105668055945,0
871,11524.828217752709,0
872,11122.648653890828,0
873,10799.588775710496,0
874,9696.236698336292,0
875,9894.544085785164,0
876,9529.506361478436,0
877,9261.134696005383,0
878,8853.898362143957,0
879,8881.147487875965,0
880,8004.8114835481765,0
881,7689.332749852051,0
882,7710.9349227360335,0
883,7077.0223891087035,0
884,6897.289034265423,0
885,6711.667358035089,0
886,6304.4868757217255,0
887,5936.720648820047,0
888,5507.3808093638145,0
889,5449.965732228531,0
890,5032.08863222074,0
891,4597.129562488876,0
892,4420.3664774192,0
893,3945.7314623754155,0
894,3768.871685432151,0
895,3375.8074673113465,0
896,3384.739435426142,0
897,3510.475120919155,0
898,3001.239549741612,0
899,3006.8462245751066,0
900,2707.470394235337,0
901,2443.2765520150388,0
902,2523.043207894903,0
903,2270.4582947188474,0
904,1875.9306519116471,0
905,2013.5645233373925,0
906,1684.0104112287509,0
907,1638.2718343394997,0
908,1584.854587333398,0
909,1400.0053737939077,0
910,1389.3894653625753,0
911,1263.0406149551961,0
912,1035.2827932225173,0
913,1012.504069025174,0
914,969.2484378568545,0
915,854.632544532985,0
916,800.4680444137484,0
917,773.0985955325343,0
918,692.9374932141527,0
919,596.4722143190374,0
920,577.4869366149254,0
921,507.57519308524206,0
922,449.30634173258983,0
923,411.9038463189449,0
924,403.7009120702891,1
925,361.9170243567875,1
926,329.7735482305922,1
927,282.4080251934799,0
928,269.4267214198992,0
929,233.7800786496149,0
930,212.98890590588536,0
931,200.40789528619433,0
932,170.01668622016413,0
933,170.43913153217358,0
934,167.2546937135614,0
935,137.11672590083057,0
936,114.36764603221702,0
937,107.03365706708762,0
938,89.89769896005407,0
939,85.83668229639038,0
940,80.43761847448478,0
941,72.34704062979485,0
942,59.65408740787675,0
943,57.08821538747567,0
944,53.16195903011943,0
945,48.80456649903185,0
946,38.62313992317334,0
947,34.13908848957596,0
948,31.873093522597937,0
949,24.157020900701376,1
950,24.51429315740021,1
951,22.09528029446899,1
952,19.457686808448287,0
953,16.300194399802997,0
954,15.539441614725469,0
955,13.438953191576786,0
956,12.898113422673948,0
957,10.541473620067809,0
958,9.688987311817272,0
959,8.645376773116428,0
960,8.013505881533797,0
961,6.064802359531675,0
962,6.100473733248915,0
963,5.762403655639388,0
964,4.8856708737344725,0
965,4.128343759598841,0
966,4.091109420119188,0
967,3.697117000250014,0
968,3.2502609908141613,0
969,2.8226790764714575,0
970,2.634406239360715,0
971,2.46881929970019,0
972,2.208682855285592,0
973,1.9319040517389987,0
974,1.9104746103328603,0
975,1.8507587587153604,0
976,1.6992253219327658,0
977,1.6393553550624962,0
978,1.5675891570162528,0
979,1.5549651231301083,0
980,1.5828187068197876,0
981,1.4224387855980636,0
982,1.233566513448261,0
983,1.1171437369563306,0
984,1.2502221327353893,0
985,1.2340668865507334,0
986,1.1381334381986385,0
987,1.2079004150875066,0
988,1.1342154018406674,0
989,1.1949449822089198,0
990,1.148313011332074,0
991,1.1904483498183032,0
992,1.0691399258899048,0
993,1.153505804925337,0
994,1.1830338122614714,0
995,1.1229840281583443,0
996,1.347397800926641,0
997,1.2254610985768546,0
998,1.3837603544214967,0
999,1.2908818423499053,0
1000,1.3686880934703214,0
1001,1.5284480776113916,0
1002,1.534690389885099,0
1003,1.6074140678346132,0
1004,1.7082810357797942,0
1005,1.6722124028983325,0
1006,1.8836868438586882,0
1007,1.968315492412614,0
1008,2.2578382713151828,0
1009,2.36392372882223,0
1010,2.6476083250317175,0
1011,2.8988088195932242,0
1012,3.198485994569023,0
1013,3.535125083830219,0
1014,3.7985381807029546,0
1015,4.136576228278137,0
1016,4.706920264588259,0
1017,5.7318980954472325,0
1018,6.204858656417016,0
1019,7.030484639154736,0
1020,8.197982000175962,0
1021,8.111289492732254,0
1022,9.943157269117853,0
1023,10.326337632127661,0
1024,12.081962846409311,0
1025,14.172704314004644,0
1026,16.84216708890451,1
1027,16.863259808215144,1
1028,19.66478780794276,1
1029,23.52358667419584,0
1030,23.154405668413123,0
1031,28.640561316878465,0
1032,31.126082518628703,0
1033,33.938300983713816,0
1034,40.13619220778294,0
1035,46.01065551127504,0
1036,47.78298245128725,0
1037,57.11784966282404,0
1038,63.24417245832409,0
1039,65.72276015255062,0
1040,84.31823144930523,0
1041,92.03403032168573,0
1042,93.08191872776776,0
1043,105.10963448101862,0
1044,125.07768139298933,0
1045,130.4993009070245,0
1046,134.8636311733805,0
1047,173.32124807898404,0
1048,182.4906078615973,0
1049,221.07704288954307,0
1050,227.07251735865384,0
1051,248.6662116505257,0
1052,310.7165454159986,0
1053,296.7437483833427,0
1054,313.7414643797691,0
1055,366.3073030084261,0
1056,420.30239945546805,0
1057,410.87672957057407,0
1058,456.37829623611964,0
1059,535.0870205036098,0
1060,480.7225497814939,0
1061,590.8144532272569,0
1062,708.9534824145562,0
1063,721.2690155729025,0
1064,743.127212658212,0
1065,964.306898356348,0
1066,888.0675444669998,0
1067,1009.5513353308851,0
1068,1102.630827615341,0
1069,1221.4560502890677,0
1070,1291.139240627767,0
1071,1415.2247806995222,0
1072,1537.6889729489212,0
1073,1645.4680415569446,0
1074,1787.5957782270873,0
1075,1685.9426472624089,0
1076,2100.9923377656964,0
1077,2050.9685119979113,0
1078,2108.292402194963,0
1079,2706.4435769803526,0
1080,2533.5308394744184,0
1081,2918.564786595418,0
1082,2967.5173926077396,0
1083,3178.7209231254433,0
1084,3588.188605253598,0
1085,3530.959377320039,0
1086,4032.5878385646456,0
1087,4281.200875229722,0
1088,4712.8363438743345,0
1089,4636.48811429511,0
1090,5248.895873501335,0
1091,5723.24375389744,0
1092,6002.806340546265,0
1093,6034.755081067133,0
1094,6312.435933945645,0
1095,7419.083027638393,0
1096,7584.501197612025,0
1097,6886.349162598029,0
1098,7853.728885454311,0
1099,8097.881020745129,0
1100,8252.783778303989,0
1101,8657.833351419924,0
1102,9186.16274483661,0
1103,9787.120229814478,0
1104,9842.359785396073,0
1105,10299.593385824328,0
1106,11255.747706905366,1
1107,11095.814927710784,1
1108,11632.484974269682,1
1109,12307.851818076793,0
1110,13122.113247331996,0
1111,13304.710917975937,0
1112,13182.948292935363,0
1113,13478.958483209635,0
1114,12898.403752952901,0
1115,14340.165694867095,0
1116,13770.600837153477,0
1117,14144.667849481522,0
1118,15782.52514229477,0
1119,15576.161731710838,0
1120,16393.678424600694,0
1121,15853.26114248399,0
1122,17709.574717945037,0
1123,17156.65389009827,0
1124,18379.67587900104,0
1125,18245.06247683747,0
1126,18085.595326906587,0
1127,17772.801673925773,0
1128,18492.19785826054,0
1129,19474.743008481553,0
1130,19579.95435036508,0
1131,17977.70745074867,0
1132,20292.055385019834,0
1133,19255.505139860885,0
1134,20403.901788677696,0
1135,19037.022319445787,0
1136,20456.018800884092,0
1137,19108.372138755753,0
1138,20085.4503976952,0
