k,period_N0_over_k,divisor_count_tau,prime_factorization,factor_pairs,eta_like_weight_lambda_0_015,resonance_score,scale_label
720,26.448611111111,30,2*2*2*2*3*3*5,1x720; 2x360; 3x240; 4x180; 5x144; 6x120; 8x90; 9x80; 10x72; 12x60; 15x48; 16x45; 18x40; 20x36; 24x30,3.561568408361e+00,900.541067863864,social-generation scale
18480,1.030465367965,80,2*2*2*2*3*5*7*11,1x18480; 2x9240; 3x6160; 4x4620; 5x3696; 6x3080; 7x2640; 8x2310; 10x1848; 11x1680; 12x1540; 14x1320; 15x1232; 16x1155; 20x924; 21x880; 22x840; 24x770; 28x660; 30x616; 33x560; 35x528; 40x462; 42x440; 44x420; 48x385; 55x336; 56x330; 60x308; 66x280; 70x264; 77x240; 80x231; 84x220; 88x210; 105x176; 110x168; 112x165; 120x154; 132x140,1.454860261721e-01,900.306055666008,annual/subannual harmonic scale
2160,8.816203703704,40,2*2*2*2*3*3*3*5,1x2160; 2x1080; 3x720; 4x540; 5x432; 6x360; 8x270; 9x240; 10x216; 12x180; 15x144; 16x135; 18x120; 20x108; 24x90; 27x80; 30x72; 36x60; 40x54; 45x48,1.930932002651e+00,900.186097803361,short cultural cycle scale
3780,5.037830687831,48,2*2*3*3*3*5*7,1x3780; 2x1890; 3x1260; 4x945; 5x756; 6x630; 7x540; 9x420; 10x378; 12x315; 14x270; 15x252; 18x210; 20x189; 21x180; 27x140; 28x135; 30x126; 35x108; 36x105; 42x90; 45x84; 54x70; 60x63,1.268565120647e+00,897.017196783822,annual/subannual harmonic scale
12600,1.511349206349,72,2*2*2*3*3*5*5*7,1x12600; 2x6300; 3x4200; 4x3150; 5x2520; 6x2100; 7x1800; 8x1575; 9x1400; 10x1260; 12x1050; 14x900; 15x840; 18x700; 20x630; 21x600; 24x525; 25x504; 28x450; 30x420; 35x360; 36x350; 40x315; 42x300; 45x280; 50x252; 56x225; 60x210; 63x200; 70x180; 72x175; 75x168; 84x150; 90x140; 100x126; 105x120,2.930218139693e-01,878.983641246482,annual/subannual harmonic scale
3960,4.808838383838,48,2*2*2*3*3*5*11,1x3960; 2x1980; 3x1320; 4x990; 5x792; 6x660; 8x495; 9x440; 10x396; 11x360; 12x330; 15x264; 18x220; 20x198; 22x180; 24x165; 30x132; 33x120; 36x110; 40x99; 44x90; 45x88; 55x72; 60x66,1.197119018326e+00,873.671384503319,annual/subannual harmonic scale
13860,1.373953823954,72,2*2*3*3*5*7*11,1x13860; 2x6930; 3x4620; 4x3465; 5x2772; 6x2310; 7x1980; 9x1540; 10x1386; 11x1260; 12x1155; 14x990; 15x924; 18x770; 20x693; 21x660; 22x630; 28x495; 30x462; 33x420; 35x396; 36x385; 42x330; 44x315; 45x308; 55x252; 60x231; 63x220; 66x210; 70x198; 77x180; 84x165; 90x154; 99x140; 105x132; 110x126,2.460374913384e-01,855.594233011584,annual/subannual harmonic scale
3600,5.289722222222,45,2*2*2*2*3*3*5*5,1x3600; 2x1800; 3x1200; 4x900; 5x720; 6x600; 8x450; 9x400; 10x360; 12x300; 15x240; 16x225; 18x200; 20x180; 24x150; 25x144; 30x120; 36x100; 40x90; 45x80; 48x75; 50x72; 60x60,1.320623562648e+00,855.157925588545,annual/subannual harmonic scale
9240,2.060930735931,64,2*2*2*3*5*7*11,1x9240; 2x4620; 3x3080; 4x2310; 5x1848; 6x1540; 7x1320; 8x1155; 10x924; 11x840; 12x770; 14x660; 15x616; 20x462; 21x440; 22x420; 24x385; 28x330; 30x308; 33x280; 35x264; 40x231; 42x220; 44x210; 55x168; 56x165; 60x154; 66x140; 70x132; 77x120; 84x110; 88x105,4.632641716109e-01,855.146133420702,annual/subannual harmonic scale
7920,2.404419191919,60,2*2*2*2*3*3*5*11,1x7920; 2x3960; 3x2640; 4x1980; 5x1584; 6x1320; 8x990; 9x880; 10x792; 11x720; 12x660; 15x528; 16x495; 18x440; 20x396; 22x360; 24x330; 30x264; 33x240; 36x220; 40x198; 44x180; 45x176; 48x165; 55x144; 60x132; 66x120; 72x110; 80x99; 88x90,5.732879808689e-01,847.430118118896,annual/subannual harmonic scale
1080,17.632407407407,32,2*2*2*3*3*3*5,1x1080; 2x540; 3x360; 4x270; 5x216; 6x180; 8x135; 9x120; 10x108; 12x90; 15x72; 18x60; 20x54; 24x45; 27x40; 30x36,2.771082642138e+00,842.989843286101,short cultural cycle scale
4200,4.534047619048,48,2*2*2*3*5*5*7,1x4200; 2x2100; 3x1400; 4x1050; 5x840; 6x700; 7x600; 8x525; 10x420; 12x350; 14x300; 15x280; 20x210; 21x200; 24x175; 25x168; 28x150; 30x140; 35x120; 40x105; 42x100; 50x84; 56x75; 60x70,1.095318920817e+00,839.107628223037,annual/subannual harmonic scale
4320,4.408101851852,48,2*2*2*2*2*3*3*3*5,1x4320; 2x2160; 3x1440; 4x1080; 5x864; 6x720; 8x540; 9x480; 10x432; 12x360; 15x288; 16x270; 18x240; 20x216; 24x180; 27x160; 30x144; 32x135; 36x120; 40x108; 45x96; 48x90; 54x80; 60x72,1.066650294022e+00,830.420641034606,annual/subannual harmonic scale
2880,6.612152777778,42,2*2*2*2*2*2*3*3*5,1x2880; 2x1440; 3x960; 4x720; 5x576; 6x480; 8x360; 9x320; 10x288; 12x240; 15x192; 16x180; 18x160; 20x144; 24x120; 30x96; 32x90; 36x80; 40x72; 45x64; 48x60,1.480265862947e+00,829.816336386647,annual/subannual harmonic scale
15840,1.202209595960,72,2*2*2*2*2*3*3*5*11,1x15840; 2x7920; 3x5280; 4x3960; 5x3168; 6x2640; 8x1980; 9x1760; 10x1584; 11x1440; 12x1320; 15x1056; 16x990; 18x880; 20x792; 22x720; 24x660; 30x528; 32x495; 33x480; 36x440; 40x396; 44x360; 45x352; 48x330; 55x288; 60x264; 66x240; 72x220; 80x198; 88x180; 90x176; 96x165; 99x160; 110x144; 120x132,1.853460234977e-01,825.315766011984,annual/subannual harmonic scale
6720,2.833779761905,56,2*2*2*2*2*2*3*5*7,1x6720; 2x3360; 3x2240; 4x1680; 5x1344; 6x1120; 7x960; 8x840; 10x672; 12x560; 14x480; 15x448; 16x420; 20x336; 21x320; 24x280; 28x240; 30x224; 32x210; 35x192; 40x168; 42x160; 48x140; 56x120; 60x112; 64x105; 70x96; 80x84,6.711492521847e-01,824.758221166103,annual/subannual harmonic scale
8400,2.267023809524,60,2*2*2*2*3*5*5*7,1x8400; 2x4200; 3x2800; 4x2100; 5x1680; 6x1400; 7x1200; 8x1050; 10x840; 12x700; 14x600; 15x560; 16x525; 20x420; 21x400; 24x350; 25x336; 28x300; 30x280; 35x240; 40x210; 42x200; 48x175; 50x168; 56x150; 60x140; 70x120; 75x112; 80x105; 84x100,5.074905602485e-01,817.310672078543,annual/subannual harmonic scale
16380,1.162576312576,72,2*2*3*3*5*7*13,1x16380; 2x8190; 3x5460; 4x4095; 5x3276; 6x2730; 7x2340; 9x1820; 10x1638; 12x1365; 13x1260; 14x1170; 15x1092; 18x910; 20x819; 21x780; 26x630; 28x585; 30x546; 35x468; 36x455; 39x420; 42x390; 45x364; 52x315; 60x273; 63x260; 65x252; 70x234; 78x210; 84x195; 90x182; 91x180; 105x156; 117x140; 126x130,1.692031267814e-01,816.897873926649,annual/subannual harmonic scale
16800,1.133511904762,72,2*2*2*2*2*3*5*5*7,1x16800; 2x8400; 3x5600; 4x4200; 5x3360; 6x2800; 7x2400; 8x2100; 10x1680; 12x1400; 14x1200; 15x1120; 16x1050; 20x840; 21x800; 24x700; 25x672; 28x600; 30x560; 32x525; 35x480; 40x420; 42x400; 48x350; 50x336; 56x300; 60x280; 70x240; 75x224; 80x210; 84x200; 96x175; 100x168; 105x160; 112x150; 120x140,1.614377300981e-01,813.589389504934,annual/subannual harmonic scale
1800,10.579444444444,36,2*2*2*3*3*5*5,1x1800; 2x900; 3x600; 4x450; 5x360; 6x300; 8x225; 9x200; 10x180; 12x150; 15x120; 18x100; 20x90; 24x75; 25x72; 30x60; 36x50; 40x45,2.003516202620e+00,810.527393975506,short cultural cycle scale
6300,3.022698412698,54,2*2*3*3*5*5*7,1x6300; 2x3150; 3x2100; 4x1575; 5x1260; 6x1050; 7x900; 9x700; 10x630; 12x525; 14x450; 15x420; 18x350; 20x315; 21x300; 25x252; 28x225; 30x210; 35x180; 36x175; 42x150; 45x140; 50x126; 60x105; 63x100; 70x90; 75x84,7.125146524596e-01,809.021096250412,annual/subannual harmonic scale
2640,7.213257575758,40,2*2*2*2*3*5*11,1x2640; 2x1320; 3x880; 4x660; 5x528; 6x440; 8x330; 10x264; 11x240; 12x220; 15x176; 16x165; 20x132; 22x120; 24x110; 30x88; 33x80; 40x66; 44x60; 48x55,1.537898700586e+00,799.835313685820,short cultural cycle scale
18720,1.017254273504,72,2*2*2*2*2*3*3*5*13,1x18720; 2x9360; 3x6240; 4x4680; 5x3744; 6x3120; 8x2340; 9x2080; 10x1872; 12x1560; 13x1440; 15x1248; 16x1170; 18x1040; 20x936; 24x780; 26x720; 30x624; 32x585; 36x520; 39x480; 40x468; 45x416; 48x390; 52x360; 60x312; 65x288; 72x260; 78x240; 80x234; 90x208; 96x195; 104x180; 117x160; 120x156; 130x144,1.252302143102e-01,796.992553717777,annual/subannual harmonic scale
17640,1.079535147392,72,2*2*2*3*3*5*7*7,1x17640; 2x8820; 3x5880; 4x4410; 5x3528; 6x2940; 7x2520; 8x2205; 9x1960; 10x1764; 12x1470; 14x1260; 15x1176; 18x980; 20x882; 21x840; 24x735; 28x630; 30x588; 35x504; 36x490; 40x441; 42x420; 45x392; 49x360; 56x315; 60x294; 63x280; 70x252; 72x245; 84x210; 90x196; 98x180; 105x168; 120x147; 126x140,1.320333417846e-01,796.968037938008,annual/subannual harmonic scale
10920,1.743864468864,64,2*2*2*3*5*7*13,1x10920; 2x5460; 3x3640; 4x2730; 5x2184; 6x1820; 7x1560; 8x1365; 10x1092; 12x910; 13x840; 14x780; 15x728; 20x546; 21x520; 24x455; 26x420; 28x390; 30x364; 35x312; 39x280; 40x273; 42x260; 52x210; 56x195; 60x182; 65x168; 70x156; 78x140; 84x130; 91x120; 104x105,3.383616465418e-01,796.459471559317,annual/subannual harmonic scale
4620,4.121861471861,48,2*2*3*5*7*11,1x4620; 2x2310; 3x1540; 4x1155; 5x924; 6x770; 7x660; 10x462; 11x420; 12x385; 14x330; 15x308; 20x231; 21x220; 22x210; 28x165; 30x154; 33x140; 35x132; 42x110; 44x105; 55x84; 60x77; 66x70,9.661650403819e-01,796.378609679339,annual/subannual harmonic scale
18900,1.007566137566,72,2*2*3*3*3*5*5*7,1x18900; 2x9450; 3x6300; 4x4725; 5x3780; 6x3150; 7x2700; 9x2100; 10x1890; 12x1575; 14x1350; 15x1260; 18x1050; 20x945; 21x900; 25x756; 27x700; 28x675; 30x630; 35x540; 36x525; 42x450; 45x420; 50x378; 54x350; 60x315; 63x300; 70x270; 75x252; 84x225; 90x210; 100x189; 105x180; 108x175; 126x150; 135x140,1.217090731958e-01,795.271371518843,annual/subannual harmonic scale
4680,4.069017094017,48,2*2*2*3*3*5*13,1x4680; 2x2340; 3x1560; 4x1170; 5x936; 6x780; 8x585; 9x520; 10x468; 12x390; 13x360; 15x312; 18x260; 20x234; 24x195; 26x180; 30x156; 36x130; 39x120; 40x117; 45x104; 52x90; 60x78; 65x72,9.467687535856e-01,789.727805002122,annual/subannual harmonic scale
9360,2.034508547009,60,2*2*2*2*3*3*5*13,1x9360; 2x4680; 3x3120; 4x2340; 5x1872; 6x1560; 8x1170; 9x1040; 10x936; 12x780; 13x720; 15x624; 16x585; 18x520; 20x468; 24x390; 26x360; 30x312; 36x260; 39x240; 40x234; 45x208; 48x195; 52x180; 60x156; 65x144; 72x130; 78x120; 80x117; 90x104,4.238482524945e-01,781.206366822918,annual/subannual harmonic scale
1008,18.891865079365,30,2*2*2*2*3*3*7,1x1008; 2x504; 3x336; 4x252; 6x168; 7x144; 8x126; 9x112; 12x84; 14x72; 16x63; 18x56; 21x48; 24x42; 28x36,2.759579038392e+00,780.118104151539,short cultural cycle scale
2016,9.445932539683,36,2*2*2*2*2*3*3*7,1x2016; 2x1008; 3x672; 4x504; 6x336; 7x288; 8x252; 9x224; 12x168; 14x144; 16x126; 18x112; 21x96; 24x84; 28x72; 32x63; 36x56; 42x48,1.836073284973e+00,776.905961538813,short cultural cycle scale
11880,1.602946127946,64,2*2*2*3*3*3*5*11,1x11880; 2x5940; 3x3960; 4x2970; 5x2376; 6x1980; 8x1485; 9x1320; 10x1188; 11x1080; 12x990; 15x792; 18x660; 20x594; 22x540; 24x495; 27x440; 30x396; 33x360; 36x330; 40x297; 44x270; 45x264; 54x220; 55x216; 60x198; 66x180; 72x165; 88x135; 90x132; 99x120; 108x110,2.898161146512e-01,774.524940535524,annual/subannual harmonic scale
1980,9.617676767677,36,2*2*3*3*5*11,1x1980; 2x990; 3x660; 4x495; 5x396; 6x330; 9x220; 10x198; 11x180; 12x165; 15x132; 18x110; 20x99; 22x90; 30x66; 33x60; 36x55; 44x45,1.827518071043e+00,772.729172398153,short cultural cycle scale
1320,14.426515151515,32,2*2*2*3*5*11,1x1320; 2x660; 3x440; 4x330; 5x264; 6x220; 8x165; 10x132; 11x120; 12x110; 15x88; 20x66; 22x60; 24x55; 30x44; 33x40,2.304187066847e+00,759.819682288023,short cultural cycle scale
7200,2.644861111111,54,2*2*2*2*2*3*3*5*5,1x7200; 2x3600; 3x2400; 4x1800; 5x1440; 6x1200; 8x900; 9x800; 10x720; 12x600; 15x480; 16x450; 18x400; 20x360; 24x300; 25x288; 30x240; 32x225; 36x200; 40x180; 45x160; 48x150; 50x144; 60x120; 72x100; 75x96; 80x90,5.782154950127e-01,756.954226553370,annual/subannual harmonic scale
2100,9.068095238095,36,2*2*3*5*5*7,1x2100; 2x1050; 3x700; 4x525; 5x420; 6x350; 7x300; 10x210; 12x175; 14x150; 15x140; 20x105; 21x100; 25x84; 28x75; 30x70; 35x60; 42x50,1.737168277251e+00,753.832767008703,short cultural cycle scale
3024,6.297288359788,40,2*2*2*2*3*3*3*7,1x3024; 2x1512; 3x1008; 4x756; 6x504; 7x432; 8x378; 9x336; 12x252; 14x216; 16x189; 18x168; 21x144; 24x126; 27x112; 28x108; 36x84; 42x72; 48x63; 54x56,1.340305511853e+00,750.270715298422,annual/subannual harmonic scale
13440,1.416889880952,64,2*2*2*2*2*2*2*3*5*7,1x13440; 2x6720; 3x4480; 4x3360; 5x2688; 6x2240; 7x1920; 8x1680; 10x1344; 12x1120; 14x960; 15x896; 16x840; 20x672; 21x640; 24x560; 28x480; 30x448; 32x420; 35x384; 40x336; 42x320; 48x280; 56x240; 60x224; 64x210; 70x192; 80x168; 84x160; 96x140; 105x128; 112x120,2.218426166843e-01,743.354582630864,annual/subannual harmonic scale
5280,3.606628787879,48,2*2*2*2*2*3*5*11,1x5280; 2x2640; 3x1760; 4x1320; 5x1056; 6x880; 8x660; 10x528; 11x480; 12x440; 15x352; 16x330; 20x264; 22x240; 24x220; 30x176; 32x165; 33x160; 40x132; 44x120; 48x110; 55x96; 60x88; 66x80,8.031904971640e-01,741.922362441578,annual/subannual harmonic scale
360,52.897222222222,24,2*2*2*3*3*5,1x360; 2x180; 3x120; 4x90; 5x72; 6x60; 8x45; 9x40; 10x36; 12x30; 15x24; 18x20,4.246357323932e+00,741.483792154534,social-generation scale
11088,1.717442279942,60,2*2*2*2*3*3*7*11,1x11088; 2x5544; 3x3696; 4x2772; 6x1848; 7x1584; 8x1386; 9x1232; 11x1008; 12x924; 14x792; 16x693; 18x616; 21x528; 22x504; 24x462; 28x396; 33x336; 36x308; 42x264; 44x252; 48x231; 56x198; 63x176; 66x168; 72x154; 77x144; 84x132; 88x126; 99x112,3.215742386948e-01,738.525465329288,annual/subannual harmonic scale
14040,1.356339031339,64,2*2*2*3*3*3*5*13,1x14040; 2x7020; 3x4680; 4x3510; 5x2808; 6x2340; 8x1755; 9x1560; 10x1404; 12x1170; 13x1080; 15x936; 18x780; 20x702; 24x585; 26x540; 27x520; 30x468; 36x390; 39x360; 40x351; 45x312; 52x270; 54x260; 60x234; 65x216; 72x195; 78x180; 90x156; 104x135; 108x130; 117x120,2.053867310909e-01,736.712073267676,annual/subannual harmonic scale
10800,1.763240740741,60,2*2*2*2*3*3*3*5*5,1x10800; 2x5400; 3x3600; 4x2700; 5x2160; 6x1800; 8x1350; 9x1200; 10x1080; 12x900; 15x720; 16x675; 18x600; 20x540; 24x450; 25x432; 27x400; 30x360; 36x300; 40x270; 45x240; 48x225; 50x216; 54x200; 60x180; 72x150; 75x144; 80x135; 90x120; 100x108,3.213458846135e-01,736.311590553486,annual/subannual harmonic scale
5400,3.526481481481,48,2*2*2*3*3*3*5*5,1x5400; 2x2700; 3x1800; 4x1350; 5x1080; 6x900; 8x675; 9x600; 10x540; 12x450; 15x360; 18x300; 20x270; 24x225; 25x216; 27x200; 30x180; 36x150; 40x135; 45x120; 50x108; 54x100; 60x90; 72x75,7.796424472427e-01,734.152857758666,annual/subannual harmonic scale
8640,2.204050925926,56,2*2*2*2*2*2*3*3*3*5,1x8640; 2x4320; 3x2880; 4x2160; 5x1728; 6x1440; 8x1080; 9x960; 10x864; 12x720; 15x576; 16x540; 18x480; 20x432; 24x360; 27x320; 30x288; 32x270; 36x240; 40x216; 45x192; 48x180; 54x160; 60x144; 64x135; 72x120; 80x108; 90x96,4.436630681560e-01,732.802393678776,annual/subannual harmonic scale
5544,3.434884559885,48,2*2*2*3*3*7*11,1x5544; 2x2772; 3x1848; 4x1386; 6x924; 7x792; 8x693; 9x616; 11x504; 12x462; 14x396; 18x308; 21x264; 22x252; 24x231; 28x198; 33x168; 36x154; 42x132; 44x126; 56x99; 63x88; 66x84; 72x77,7.693906377205e-01,732.158436601266,annual/subannual harmonic scale
14280,1.333543417367,64,2*2*2*3*5*7*17,1x14280; 2x7140; 3x4760; 4x3570; 5x2856; 6x2380; 7x2040; 8x1785; 10x1428; 12x1190; 14x1020; 15x952; 17x840; 20x714; 21x680; 24x595; 28x510; 30x476; 34x420; 35x408; 40x357; 42x340; 51x280; 56x255; 60x238; 68x210; 70x204; 84x170; 85x168; 102x140; 105x136; 119x120,1.947065798840e-01,731.480437090393,annual/subannual harmonic scale
5460,3.487728937729,48,2*2*3*5*7*13,1x5460; 2x2730; 3x1820; 4x1365; 5x1092; 6x910; 7x780; 10x546; 12x455; 13x420; 14x390; 15x364; 20x273; 21x260; 26x210; 28x195; 30x182; 35x156; 39x140; 42x130; 52x105; 60x91; 65x84; 70x78,7.566701421564e-01,725.607684466364,annual/subannual harmonic scale
14400,1.322430555556,63,2*2*2*2*2*2*3*3*5*5,1x14400; 2x7200; 3x4800; 4x3600; 5x2880; 6x2400; 8x1800; 9x1600; 10x1440; 12x1200; 15x960; 16x900; 18x800; 20x720; 24x600; 25x576; 30x480; 32x450; 36x400; 40x360; 45x320; 48x300; 50x288; 60x240; 64x225; 72x200; 75x192; 80x180; 90x160; 96x150; 100x144; 120x120,2.023633154190e-01,725.299620150323,annual/subannual harmonic scale
1512,12.594576719577,32,2*2*2*3*3*3*7,1x1512; 2x756; 3x504; 4x378; 6x252; 7x216; 8x189; 9x168; 12x126; 14x108; 18x84; 21x72; 24x63; 27x56; 28x54; 36x42,2.094993668343e+00,725.154512151400,short cultural cycle scale
3120,6.103525641026,40,2*2*2*2*3*5*13,1x3120; 2x1560; 3x1040; 4x780; 5x624; 6x520; 8x390; 10x312; 12x260; 13x240; 15x208; 16x195; 20x156; 24x130; 26x120; 30x104; 39x80; 40x78; 48x65; 52x60,1.252499010189e+00,724.936059121348,annual/subannual harmonic scale
11340,1.679276895944,60,2*2*3*3*3*3*5*7,1x11340; 2x5670; 3x3780; 4x2835; 5x2268; 6x1890; 7x1620; 9x1260; 10x1134; 12x945; 14x810; 15x756; 18x630; 20x567; 21x540; 27x420; 28x405; 30x378; 35x324; 36x315; 42x270; 45x252; 54x210; 60x189; 63x180; 70x162; 81x140; 84x135; 90x126; 105x108,2.898039051750e-01,722.510466585350,annual/subannual harmonic scale
15960,1.193170426065,64,2*2*2*3*5*7*19,1x15960; 2x7980; 3x5320; 4x3990; 5x3192; 6x2660; 7x2280; 8x1995; 10x1596; 12x1330; 14x1140; 15x1064; 19x840; 20x798; 21x760; 24x665; 28x570; 30x532; 35x456; 38x420; 40x399; 42x380; 56x285; 57x280; 60x266; 70x228; 76x210; 84x190; 95x168; 105x152; 114x140; 120x133,1.518485390354e-01,713.438658366924,annual/subannual harmonic scale
16632,1.144961519962,64,2*2*2*3*3*3*7*11,1x16632; 2x8316; 3x5544; 4x4158; 6x2772; 7x2376; 8x2079; 9x1848; 11x1512; 12x1386; 14x1188; 18x924; 21x792; 22x756; 24x693; 27x616; 28x594; 33x504; 36x462; 42x396; 44x378; 54x308; 56x297; 63x264; 66x252; 72x231; 77x216; 84x198; 88x189; 99x168; 108x154; 126x132,1.414735263562e-01,710.025313341148,annual/subannual harmonic scale
11760,1.619302721088,60,2*2*2*2*3*5*7*7,1x11760; 2x5880; 3x3920; 4x2940; 5x2352; 6x1960; 7x1680; 8x1470; 10x1176; 12x980; 14x840; 15x784; 16x735; 20x588; 21x560; 24x490; 28x420; 30x392; 35x336; 40x294; 42x280; 48x245; 49x240; 56x210; 60x196; 70x168; 80x147; 84x140; 98x120; 105x112,2.603388571907e-01,708.754902680816,annual/subannual harmonic scale
17160,1.109731934732,64,2*2*2*3*5*11*13,1x17160; 2x8580; 3x5720; 4x4290; 5x3432; 6x2860; 8x2145; 10x1716; 11x1560; 12x1430; 13x1320; 15x1144; 20x858; 22x780; 24x715; 26x660; 30x572; 33x520; 39x440; 40x429; 44x390; 52x330; 55x312; 60x286; 65x264; 66x260; 78x220; 88x195; 104x165; 110x156; 120x143; 130x132,1.321142927717e-01,706.467912918848,annual/subannual harmonic scale
6480,2.938734567901,50,2*2*2*2*3*3*3*3*5,1x6480; 2x3240; 3x2160; 4x1620; 5x1296; 6x1080; 8x810; 9x720; 10x648; 12x540; 15x432; 16x405; 18x360; 20x324; 24x270; 27x240; 30x216; 36x180; 40x162; 45x144; 48x135; 54x120; 60x108; 72x90; 80x81,6.097472963224e-01,706.407828588291,annual/subannual harmonic scale
2400,7.934583333333,36,2*2*2*2*2*3*5*5,1x2400; 2x1200; 3x800; 4x600; 5x480; 6x400; 8x300; 10x240; 12x200; 15x160; 16x150; 20x120; 24x100; 25x96; 30x80; 32x75; 40x60; 48x50,1.520348157169e+00,706.229432378967,short cultural cycle scale
1200,15.869166666667,30,2*2*2*2*3*5*5,1x1200; 2x600; 3x400; 4x300; 5x240; 6x200; 8x150; 10x120; 12x100; 15x80; 16x75; 20x60; 24x50; 25x48; 30x40,2.317051319354e+00,705.627353422459,short cultural cycle scale
17280,1.102025462963,64,2*2*2*2*2*2*2*3*3*3*5,1x17280; 2x8640; 3x5760; 4x4320; 5x3456; 6x2880; 8x2160; 9x1920; 10x1728; 12x1440; 15x1152; 16x1080; 18x960; 20x864; 24x720; 27x640; 30x576; 32x540; 36x480; 40x432; 45x384; 48x360; 54x320; 60x288; 64x270; 72x240; 80x216; 90x192; 96x180; 108x160; 120x144; 128x135,1.290987861781e-01,705.089703626925,annual/subannual harmonic scale
12240,1.555800653595,60,2*2*2*2*3*3*5*17,1x12240; 2x6120; 3x4080; 4x3060; 5x2448; 6x2040; 8x1530; 9x1360; 10x1224; 12x1020; 15x816; 16x765; 17x720; 18x680; 20x612; 24x510; 30x408; 34x360; 36x340; 40x306; 45x272; 48x255; 51x240; 60x204; 68x180; 72x170; 80x153; 85x144; 90x136; 102x120,2.475363403858e-01,704.549610301591,annual/subannual harmonic scale
